Beam_Name,Applied Force Vertical,Applied Force Horizontal,Length,Gamma_M,Steel Class
450  x  250 x 12.5,43,4,17,1.15,355
,,,,,
400  x  400 x 10,96,81,10,1.15,355
,,,,,
300  x  300 x 6,84,76,5,1.15,355
,,,,,
350  x  350 x 8,89,21,8,1.15,355
,,,,,
400  x  400 x 6,18,36,13,1.15,355
,,,,,
250  x  250 x 8,22,48,6,1.15,355
,,,,,
400  x  400 x 8,9,76,10,1.15,355
,,,,,
200  x  100 x 5,86,13,2,1.15,355
,,,,,
160  x  160 x  5,64,82,2,1.15,355
,,,,,
300  x  300 x 6,77,45,6,1.15,355
,,,,,
120  x  120 x 4,51,99,1,1.15,355
,,,,,
350  x  250 x 6.3,19,9,13,1.15,355
,,,,,
400  x  300 x 8,87,11,9,1.15,355
,,,,,
400  x  400 x 12,14,97,11,1.15,355
,,,,,
400  x  400 x 8,20,34,16,1.15,355
,,,,,
500  x  300 x 8,75,37,11,1.15,355
,,,,,
400  x  400 x 12,76,96,11,1.15,355
,,,,,
200  x  150  x 5,33,1,4,1.15,355
,,,,,
300  x  300 x 6,54,59,6,1.15,355
,,,,,
500  x  300 x 16,100,52,14,1.15,355
,,,,,
300  x  300 x 6,53,51,7,1.15,355
,,,,,
400  x  400 x 8,59,23,12,1.15,355
,,,,,
300  x  300 x 6,33,53,7,1.15,355
,,,,,
300  x  300 x 6,11,23,11,1.15,355
,,,,,
120  x  120 x 3,55,75,1,1.15,355
,,,,,
350  x  350 x 8,41,66,9,1.15,355
,,,,,
250  x  150 x 5,50,22,4,1.15,355
,,,,,
150  x  150 x 4,31,49,2,1.15,355
,,,,,
120  x  120 x 3,54,84,1,1.15,355
,,,,,
350  x  350 x 6,36,21,11,1.15,355
,,,,,
350  x  350 x 8,71,48,9,1.15,355
,,,,,
400  x  400 x 8,82,44,10,1.15,355
,,,,,
500  x  300 x 8,98,30,11,1.15,355
,,,,,
500  x  200 x 10,63,3,13,1.15,355
,,,,,
300  x  300 x 6,11,27,10,1.15,355
,,,,,
250  x  250 x 6,82,69,4,1.15,355
,,,,,
400  x  400 x 6.3,8,68,10,1.15,355
,,,,,
400  x  400 x 8,89,49,9,1.15,355
,,,,,
350  x  350 x 6,6,28,12,1.15,355
,,,,,
400  x  400 x 8,15,11,23,1.15,355
,,,,,
400  x  400 x 6,11,99,8,1.15,355
,,,,,
350  x  350 x 6,78,38,7,1.15,355
,,,,,
120  x  60 x 5,80,16,1,1.15,355
,,,,,
200  x  200 x 6,47,45,4,1.15,355
,,,,,
500  x  300 x 10,75,10,14,1.15,355
,,,,,
400  x  400 x 10,70,95,10,1.15,355
,,,,,
250  x  250 x 8,6,38,7,1.15,355
,,,,,
300  x  200 x 5,37,19,6,1.15,355
,,,,,
400  x  400 x 8,99,81,9,1.15,355
,,,,,
400  x  400 x 8,79,48,10,1.15,355
,,,,,
160  x  160 x 4,15,26,3,1.15,355
,,,,,
300  x  300 x 6,98,77,5,1.15,355
,,,,,
450  x  250 x 8,61,1,11,1.15,355
,,,,,
400  x  400 x 8,15,74,10,1.15,355
,,,,,
160  x  160 x  5,3,18,4,1.15,355
,,,,,
350  x  350 x 8,54,23,10,1.15,355
,,,,,
300  x  300 x 6,47,83,5,1.15,355
,,,,,
400  x  400 x 12,48,93,11,1.15,355
,,,,,
250  x  150 x 8,84,38,4,1.15,355
,,,,,
250  x  250 x 6,89,83,4,1.15,355
,,,,,
120  x  120 x 3,18,64,1,1.15,355
,,,,,
300  x  200 x 5,67,28,5,1.15,355
,,,,,
400  x  200 x 8,40,9,11,1.15,355
,,,,,
400  x  400 x 6,58,97,8,1.15,355
,,,,,
400  x  400 x 6.3,40,36,13,1.15,355
,,,,,
350  x  350 x 6,67,35,8,1.15,355
,,,,,
250  x  250 x 8,59,66,5,1.15,355
,,,,,
400  x  400 x 8,98,96,9,1.15,355
,,,,,
120  x  80 x 4,76,21,1,1.15,355
,,,,,
400  x  400 x 6,61,32,10,1.15,355
,,,,,
250  x  250 x 8,13,9,12,1.15,355
,,,,,
160  x  160 x 4,50,58,2,1.15,355
,,,,,
300  x  300 x 6,83,82,5,1.15,355
,,,,,
400  x  400 x 8,4,34,16,1.15,355
,,,,,
200  x  200 x 8,4,4,15,1.15,355
,,,,,
400  x  400 x 10,29,42,15,1.15,355
,,,,,
500  x  300 x 16,55,30,18,1.15,355
,,,,,
300  x  300 x 6,64,29,6,1.15,355
,,,,,
300  x  300 x 6,20,25,10,1.15,355
,,,,,
400  x  400 x 12,16,51,15,1.15,355
,,,,,
250  x  250 x 6,95,98,4,1.15,355
,,,,,
160  x  160 x 6,42,37,3,1.15,355
,,,,,
160  x  80 x 6.3,58,4,2,1.15,355
,,,,,
180  x  180 x 6,40,63,3,1.15,355
,,,,,
400  x  400 x 12,10,95,11,1.15,355
,,,,,
400  x  400 x 10,3,84,11,1.15,355
,,,,,
120  x  120 x 4,91,98,1,1.15,355
,,,,,
300  x  200 x 5,57,28,5,1.15,355
,,,,,
400  x  400 x 12,68,83,12,1.15,355
,,,,,
400  x  400 x 6,41,33,12,1.15,355
,,,,,
180  x  180 x 5,30,20,4,1.15,355
,,,,,
160  x  160 x 6,16,87,2,1.15,355
,,,,,
300  x  200 x 5,99,33,4,1.15,355
,,,,,
250  x  250 x 6,1,61,5,1.15,355
,,,,,
500  x  200 x 8,91,10,10,1.15,355
,,,,,
300  x  300 x 8,37,38,9,1.15,355
,,,,,
200  x  200 x 5,66,67,3,1.15,355
,,,,,
350  x  350 x 8,29,34,12,1.15,355
,,,,,
500  x  300 x 17.5,47,30,19,1.15,355
,,,,,
300  x  300 x 6,56,20,7,1.15,355
,,,,,
500  x  300 x 12.5,93,26,14,1.15,355
,,,,,
350  x  150 x 5,55,7,6,1.15,355
,,,,,
450  x  250 x 10,93,36,10,1.15,355
,,,,,
400  x  400 x 6,49,63,10,1.15,355
,,,,,
500  x  300 x 17.5,60,15,20,1.15,355
,,,,,
300  x  300 x 6,33,30,9,1.15,355
,,,,,
250  x  150 x 6.3,15,7,8,1.15,355
,,,,,
350  x  350 x 6,35,50,9,1.15,355
,,,,,
350  x  250 x 6.3,70,21,7,1.15,355
,,,,,
150  x  150 x 4,38,48,2,1.15,355
,,,,,
200  x  200 x 6,59,86,3,1.15,355
,,,,,
90  x  90 x 5,35,54,1,1.15,355
,,,,,
400  x  400 x 8,13,57,12,1.15,355
,,,,,
450  x  250 x 12.5,55,15,15,1.15,355
,,,,,
80  x  80 x 3,21,13,1,1.15,355
,,,,,
400  x  200 x 6.3,84,17,7,1.15,355
,,,,,
350  x  350 x 8,20,76,8,1.15,355
,,,,,
350  x  350 x 8,55,51,10,1.15,355
,,,,,
400  x  300 x 14.2,65,42,13,1.15,355
,,,,,
450  x  250 x 8,95,11,9,1.15,355
,,,,,
300  x  300 x 8,23,98,6,1.15,355
,,,,,
250  x  250 x 8,76,55,5,1.15,355
,,,,,
400  x  400 x 10,47,35,14,1.15,355
,,,,,
400  x  400 x 8,50,45,13,1.15,355
,,,,,
90  x  90 x 3.5,37,20,1,1.15,355
,,,,,
400  x  400 x 12,21,31,19,1.15,355
,,,,,
400  x  400 x 8,6,23,19,1.15,355
,,,,,
400  x  400 x 8,68,30,11,1.15,355
,,,,,
120  x  80 x 6.3,30,3,2,1.15,355
,,,,,
400  x  200 x 6.3,85,21,7,1.15,355
,,,,,
300  x  300 x 8,13,18,14,1.15,355
,,,,,
350  x  350 x 8,71,67,9,1.15,355
,,,,,
400  x  400 x 8,39,47,13,1.15,355
,,,,,
350  x  350 x 6,76,34,7,1.15,355
,,,,,
350  x  350 x 6,80,34,7,1.15,355
,,,,,
300  x  300 x 6.3,53,57,7,1.15,355
,,,,,
400  x  400 x 12,36,70,13,1.15,355
,,,,,
200  x  120 x 5,94,48,2,1.15,355
,,,,,
350  x  350 x 8,3,9,25,1.15,355
,,,,,
120  x  120 x 4,73,94,1,1.15,355
,,,,,
400  x  400 x 10,4,17,24,1.15,355
,,,,,
400  x  400 x 6,11,43,12,1.15,355
,,,,,
300  x  300 x 6,15,27,9,1.15,355
,,,,,
300  x  300 x 8,1,33,10,1.15,355
,,,,,
400  x  400 x 8,95,83,9,1.15,355
,,,,,
400  x  400 x 12,66,63,13,1.15,355
,,,,,
180  x  180 x 5,18,54,3,1.15,355
,,,,,
250  x  250 x 6,65,91,4,1.15,355
,,,,,
400  x  400 x 12,26,29,20,1.15,355
,,,,,
300  x  300 x 6.3,22,28,10,1.15,355
,,,,,
250  x  250 x 6,13,11,11,1.15,355
,,,,,
400  x  200 x 6.3,84,2,7,1.15,355
,,,,,
350  x  350 x 6,85,74,7,1.15,355
,,,,,
250  x  250 x 6,5,94,4,1.15,355
,,,,,
400  x  400 x 12,8,42,17,1.15,355
,,,,,
120  x  120 x 4,12,88,1,1.15,355
,,,,,
500  x  300 x 10,82,20,13,1.15,355
,,,,,
400  x  200 x 8,38,3,12,1.15,355
,,,,,
300  x  200 x 6.3,34,3,8,1.15,355
,,,,,
400  x  300 x 14.2,67,44,13,1.15,355
,,,,,
100  x  100 x 4,2,55,1,1.15,355
,,,,,
350  x  350 x 6,60,100,6,1.15,355
,,,,,
400  x  400 x 6.3,86,58,9,1.15,355
,,,,,
250  x  250 x 8,14,11,11,1.15,355
,,,,,
350  x  250 x 6.3,59,37,7,1.15,355
,,,,,
250  x  250 x 8,25,66,5,1.15,355
,,,,,
300  x  300 x 6,11,22,11,1.15,355
,,,,,
450  x  250 x 10,25,7,19,1.15,355
,,,,,
350  x  350 x 8,76,79,8,1.15,355
,,,,,
180  x  180 x 5,53,44,3,1.15,355
,,,,,
400  x  400 x 6.3,85,42,9,1.15,355
,,,,,
400  x  400 x 12,43,57,14,1.15,355
,,,,,
400  x  400 x 6.3,61,70,10,1.15,355
,,,,,
400  x  400 x 6,76,33,9,1.15,355
,,,,,
500  x  300 x 12.5,85,3,14,1.15,355
,,,,,
350  x  350 x 6,48,57,8,1.15,355
,,,,,
300  x  300 x 6,71,36,6,1.15,355
,,,,,
400  x  400 x 12,18,41,17,1.15,355
,,,,,
200  x  200 x 5,74,58,3,1.15,355
,,,,,
500  x  300 x 14.2,28,14,25,1.15,355
,,,,,
450  x  250 x 8,15,5,22,1.15,355
,,,,,
400  x  400 x 10,2,46,15,1.15,355
,,,,,
400  x  400 x 6,18,97,8,1.15,355
,,,,,
350  x  350 x 8,43,36,11,1.15,355
,,,,,
80  x  80 x 3,15,23,1,1.15,355
,,,,,
400  x  400 x 12,90,75,11,1.15,355
,,,,,
500  x  300 x 8,52,15,15,1.15,355
,,,,,
250  x  250 x 6.3,41,64,5,1.15,355
,,,,,
200  x  150 x 6.3,75,23,3,1.15,355
,,,,,
160  x  160 x  5,13,72,2,1.15,355
,,,,,
500  x  300 x 16,69,22,18,1.15,355
,,,,,
400  x  400 x 10,24,28,19,1.15,355
,,,,,
400  x  400 x 10,91,62,10,1.15,355
,,,,,
200  x  200 x 8,97,81,3,1.15,355
,,,,,
400  x  400 x 6,72,3,9,1.15,355
,,,,,
300  x  300 x 8,31,62,7,1.15,355
,,,,,
400  x  400 x 6.3,56,18,11,1.15,355
,,,,,
180  x  180 x 5,47,45,3,1.15,355
,,,,,
350  x  150 x 6.3,98,13,5,1.15,355
,,,,,
400  x  200 x 6.3,49,5,9,1.15,355
,,,,,
100  x  100 x 3,45,39,1,1.15,355
,,,,,
250  x  250 x 8,46,51,6,1.15,355
,,,,,
200  x  200 x 6,3,31,5,1.15,355
,,,,,
350  x  250 x 6.3,84,59,6,1.15,355
,,,,,
250  x  250 x 8,37,56,6,1.15,355
,,,,,
350  x  350 x 8,55,59,9,1.15,355
,,,,,
350  x  350 x 8,18,77,8,1.15,355
,,,,,
300  x  300 x 8,4,31,10,1.15,355
,,,,,
350  x  350 x 8,39,97,7,1.15,355
,,,,,
350  x  350 x 8,60,78,8,1.15,355
,,,,,
400  x  400 x 12,30,36,18,1.15,355
,,,,,
500  x  300 x 12.5,70,30,16,1.15,355
,,,,,
400  x  400 x 10,27,22,19,1.15,355
,,,,,
250  x  150 x 5,58,10,4,1.15,355
,,,,,
350  x  150 x 8,66,11,7,1.15,355
,,,,,
500  x  300 x 8,85,43,11,1.15,355
,,,,,
300  x  300 x 6,100,93,5,1.15,355
,,,,,
120  x  120 x 4,50,96,1,1.15,355
,,,,,
350  x  350 x 8,55,26,10,1.15,355
,,,,,
350  x  350 x 8,86,28,8,1.15,355
,,,,,
250  x  250 x 8,37,26,7,1.15,355
,,,,,
350  x  350 x 6,69,68,8,1.15,355
,,,,,
500  x  300 x 8,28,13,18,1.15,355
,,,,,
400  x  400 x 12,83,98,11,1.15,355
,,,,,
300  x  300 x 8,59,82,6,1.15,355
,,,,,
350  x  350 x 6,18,19,14,1.15,355
,,,,,
400  x  400 x 10,34,35,17,1.15,355
,,,,,
180  x  180 x 5,53,14,3,1.15,355
,,,,,
350  x  250 x 6.3,13,3,16,1.15,355
,,,,,
350  x  150 x 6.3,29,5,9,1.15,355
,,,,,
350  x  350 x 6,7,16,16,1.15,355
,,,,,
200  x  200 x 6,69,86,3,1.15,355
,,,,,
350  x  350 x 6.3,94,87,7,1.15,355
,,,,,
450  x  250 x 8,68,2,11,1.15,355
,,,,,
500  x  300 x 16,54,23,20,1.15,355
,,,,,
400  x  400 x 10,12,41,16,1.15,355
,,,,,
200  x  200 x 10,9,9,11,1.15,355
,,,,,
200  x  200 x 6,49,77,3,1.15,355
,,,,,
400  x  400 x 8,18,13,20,1.15,355
,,,,,
500  x  200 x 12.5,54,6,16,1.15,355
,,,,,
180  x  180 x 6,30,63,3,1.15,355
,,,,,
200  x  200 x 6.3,50,43,4,1.15,355
,,,,,
400  x  400 x 8,55,57,12,1.15,355
,,,,,
500  x  300 x 8,36,15,17,1.15,355
,,,,,
250  x  150 x 5,28,17,5,1.15,355
,,,,,
500  x  300 x 17.5,50,21,22,1.15,355
,,,,,
250  x  250 x 6,84,80,4,1.15,355
,,,,,
250  x  250 x 6,43,28,6,1.15,355
,,,,,
450  x  250 x 10,49,2,14,1.15,355
,,,,,
400  x  400 x 10,17,54,14,1.15,355
,,,,,
300  x  300 x 8,19,48,8,1.15,355
,,,,,
300  x  300 x 8,62,55,7,1.15,355
,,,,,
160  x  160 x  5,79,70,2,1.15,355
,,,,,
400  x  400 x 8,71,23,11,1.15,355
,,,,,
350  x  350 x 6.3,28,46,10,1.15,355
,,,,,
200  x  150  x 5,55,30,3,1.15,355
,,,,,
500  x  300 x 16,67,11,18,1.15,355
,,,,,
400  x  400 x 12,11,42,16,1.15,355
,,,,,
160  x  160 x 4,3,64,2,1.15,355
,,,,,
350  x  350 x 8,4,32,13,1.15,355
,,,,,
350  x  350 x 8,44,37,11,1.15,355
,,,,,
350  x  350 x 8,26,84,8,1.15,355
,,,,,
250  x  150 x 8,76,36,4,1.15,355
,,,,,
400  x  400 x 8,46,91,9,1.15,355
,,,,,
250  x  250 x 6,18,27,7,1.15,355
,,,,,
160  x  160 x  5,34,81,2,1.15,355
,,,,,
300  x  300 x 8,96,90,6,1.15,355
,,,,,
300  x  300 x 6,96,79,5,1.15,355
,,,,,
120  x  120 x 3,73,35,1,1.15,355
,,,,,
250  x  250 x 6,83,97,4,1.15,355
,,,,,
120  x  120 x 4,100,2,1,1.15,355
,,,,,
350  x  350 x 8,70,69,9,1.15,355
,,,,,
400  x  400 x 10,22,99,10,1.15,355
,,,,,
300  x  300 x 6,51,82,5,1.15,355
,,,,,
500  x  200 x 12.5,98,7,12,1.15,355
,,,,,
400  x  400 x 12,24,83,12,1.15,355
,,,,,
300  x  300 x 8,67,65,7,1.15,355
,,,,,
200  x  100 x 4,32,2,3,1.15,355
,,,,,
400  x  200 x 8,16,3,18,1.15,355
,,,,,
400  x  400 x 10,57,53,13,1.15,355
,,,,,
180  x  180 x 6,34,29,4,1.15,355
,,,,,
500  x  300 x 10,74,2,14,1.15,355
,,,,,
350  x  350 x 8,7,19,17,1.15,355
,,,,,
200  x  200 x 5,68,68,3,1.15,355
,,,,,
500  x  300 x 16,100,29,15,1.15,355
,,,,,
400  x  400 x 10,91,69,10,1.15,355
,,,,,
500  x  300 x 14.2,53,20,19,1.15,355
,,,,,
400  x  400 x 10,28,70,12,1.15,355
,,,,,
400  x  400 x 6,75,98,8,1.15,355
,,,,,
200  x  150  x 5,32,21,4,1.15,355
,,,,,
300  x  200 x 5,66,49,4,1.15,355
,,,,,
400  x  400 x 10,63,95,10,1.15,355
,,,,,
180  x  180 x 5,46,36,3,1.15,355
,,,,,
500  x  300 x 8,99,28,11,1.15,355
,,,,,
300  x  200 x 5,61,36,5,1.15,355
,,,,,
90  x  90 x 5,34,51,1,1.15,355
,,,,,
350  x  350 x 6,7,9,21,1.15,355
,,,,,
90  x  90 x 3,4,28,1,1.15,355
,,,,,
500  x  300 x 8,80,22,12,1.15,355
,,,,,
300  x  300 x 6,28,39,8,1.15,355
,,,,,
350  x  350 x 8,70,88,8,1.15,355
,,,,,
500  x  300 x 12.5,34,6,23,1.15,355
,,,,,
350  x  350 x 8,40,14,12,1.15,355
,,,,,
160  x  160 x 4,35,64,2,1.15,355
,,,,,
200  x  200 x 10,12,67,4,1.15,355
,,,,,
400  x  400 x 10,1,16,25,1.15,355
,,,,,
350  x  250 x 6.3,81,60,6,1.15,355
,,,,,
400  x  400 x 10,54,84,11,1.15,355
,,,,,
400  x  400 x 6,100,29,8,1.15,355
,,,,,
300  x  300 x 8,38,65,7,1.15,355
,,,,,
400  x  400 x 12.5,66,76,13,1.15,355
,,,,,
200  x  200 x 10,41,70,4,1.15,355
,,,,,
350  x  350 x 8,51,31,10,1.15,355
,,,,,
200  x  200 x 8,7,34,5,1.15,355
,,,,,
200  x  100 x 4,77,29,2,1.15,355
,,,,,
300  x  300 x 6,72,76,6,1.15,355
,,,,,
350  x  150 x 6.3,62,6,6,1.15,355
,,,,,
140  x  140 x 4,11,9,4,1.15,355
,,,,,
500  x  300 x 12.5,90,24,14,1.15,355
,,,,,
500  x  200 x 8,36,6,16,1.15,355
,,,,,
250  x  250 x 6,35,36,6,1.15,355
,,,,,
400  x  400 x 10,72,82,11,1.15,355
,,,,,
400  x  400 x 8,51,33,13,1.15,355
,,,,,
350  x  350 x 8,88,38,8,1.15,355
,,,,,
300  x  300 x 8,87,68,6,1.15,355
,,,,,
500  x  200 x 12.5,88,3,12,1.15,355
,,,,,
450  x  250 x 10,24,2,20,1.15,355
,,,,,
500  x  300 x 10,26,13,22,1.15,355
,,,,,
300  x  300 x 8,60,54,7,1.15,355
,,,,,
350  x  350 x 6.3,78,93,7,1.15,355
,,,,,
120  x  80 x 5,91,34,1,1.15,355
,,,,,
350  x  350 x 8,26,42,11,1.15,355
,,,,,
200  x  200 x 6.3,75,90,3,1.15,355
,,,,,
300  x  200 x 6.3,26,8,9,1.15,355
,,,,,
160  x  160 x 6,32,94,2,1.15,355
,,,,,
300  x  200 x 5,67,38,5,1.15,355
,,,,,
400  x  400 x 10,13,39,16,1.15,355
,,,,,
400  x  400 x 8,49,72,10,1.15,355
,,,,,
400  x  400 x 10,5,62,13,1.15,355
,,,,,
400  x  400 x 10,31,21,18,1.15,355
,,,,,
350  x  350 x 8,39,4,12,1.15,355
,,,,,
300  x  200 x 5,49,7,6,1.15,355
,,,,,
200  x  200 x 8,20,11,7,1.15,355
,,,,,
400  x  400 x 8,56,37,12,1.15,355
,,,,,
500  x  300 x 16,97,69,12,1.15,355
,,,,,
500  x  300 x 8,62,17,13,1.15,355
,,,,,
300  x  300 x 6.3,28,79,6,1.15,355
,,,,,
250  x  250 x 8,71,66,5,1.15,355
,,,,,
140  x  140 x 4,7,1,5,1.15,355
,,,,,
300  x  300 x 6.3,57,34,7,1.15,355
,,,,,
400  x  400 x 12,62,72,13,1.15,355
,,,,,
300  x  300 x 6,84,97,5,1.15,355
,,,,,
350  x  350 x 6,26,90,7,1.15,355
,,,,,
300  x  300 x 8,4,11,18,1.15,355
,,,,,
200  x  200 x 6,20,30,5,1.15,355
,,,,,
300  x  300 x 8,9,53,8,1.15,355
,,,,,
350  x  350 x 6,34,32,11,1.15,355
,,,,,
350  x  350 x 6,78,58,7,1.15,355
,,,,,
350  x  350 x 10,15,87,9,1.15,355
,,,,,
400  x  400 x 8,24,86,10,1.15,355
,,,,,
400  x  400 x 12,34,42,16,1.15,355
,,,,,
200  x  120 x 5,99,44,2,1.15,355
,,,,,
300  x  300 x 6,90,42,5,1.15,355
,,,,,
160  x  160 x 4,47,58,2,1.15,355
,,,,,
350  x  350 x 6.3,1,32,12,1.15,355
,,,,,
350  x  350 x 6,40,56,8,1.15,355
,,,,,
180  x  180 x 10,38,52,4,1.15,355
,,,,,
300  x  300 x 8,14,36,9,1.15,355
,,,,,
400  x  400 x 12,61,97,11,1.15,355
,,,,,
400  x  200 x 8,80,29,8,1.15,355
,,,,,
400  x  400 x 12,67,96,11,1.15,355
,,,,,
400  x  400 x 8,24,12,18,1.15,355
,,,,,
160  x  160 x 4,64,15,2,1.15,355
,,,,,
400  x  400 x 8,67,51,11,1.15,355
,,,,,
400  x  400 x 6,94,13,8,1.15,355
,,,,,
400  x  300 x 17.5,39,21,19,1.15,355
,,,,,
400  x  400 x 12,56,96,11,1.15,355
,,,,,
250  x  250 x 6,26,82,4,1.15,355
,,,,,
250  x  250 x 6,72,96,4,1.15,355
,,,,,
500  x  300 x 16,92,13,15,1.15,355
,,,,,
250  x  150 x 5,83,37,3,1.15,355
,,,,,
400  x  400 x 12,17,78,12,1.15,355
,,,,,
350  x  350 x 6,8,74,7,1.15,355
,,,,,
100  x  100 x 3,48,22,1,1.15,355
,,,,,
500  x  300 x 12.5,80,29,14,1.15,355
,,,,,
250  x  250 x 6,60,97,4,1.15,355
,,,,,
500  x  300 x 8,91,29,11,1.15,355
,,,,,
400  x  400 x 8,6,49,13,1.15,355
,,,,,
300  x  300 x 6,26,22,9,1.15,355
,,,,,
300  x  300 x 6,42,60,6,1.15,355
,,,,,
400  x  400 x 6,95,92,8,1.15,355
,,,,,
400  x  400 x 6.3,21,30,15,1.15,355
,,,,,
300  x  200 x 5,47,1,6,1.15,355
,,,,,
400  x  400 x 10,85,47,11,1.15,355
,,,,,
400  x  400 x 6.3,69,7,10,1.15,355
,,,,,
250  x  250 x 6,70,81,4,1.15,355
,,,,,
400  x  400 x 10,42,88,11,1.15,355
,,,,,
250  x  150 x 5,21,8,6,1.15,355
,,,,,
120  x  120 x 4,44,88,1,1.15,355
,,,,,
300  x  200 x 5,16,9,10,1.15,355
,,,,,
200  x  100 x 5,92,33,2,1.15,355
,,,,,
500  x  300 x 14.2,42,9,22,1.15,355
,,,,,
350  x  350 x 6,64,24,8,1.15,355
,,,,,
350  x  250 x 6.3,54,13,8,1.15,355
,,,,,
400  x  400 x 6,39,52,11,1.15,355
,,,,,
120  x  80 x 5,87,30,1,1.15,355
,,,,,
350  x  350 x 6,66,31,8,1.15,355
,,,,,
200  x  200 x 6,30,27,5,1.15,355
,,,,,
300  x  300 x 8,35,62,7,1.15,355
,,,,,
500  x  300 x 8,73,44,11,1.15,355
,,,,,
350  x  150 x 8,25,3,11,1.15,355
,,,,,
250  x  250 x 6.3,55,65,5,1.15,355
,,,,,
400  x  400 x 10,92,78,10,1.15,355
,,,,,
350  x  350 x 8,6,39,11,1.15,355
,,,,,
200  x  200 x 8,39,39,5,1.15,355
,,,,,
500  x  300 x 8,21,3,24,1.15,355
,,,,,
200  x  150  x 5,60,34,3,1.15,355
,,,,,
250  x  150 x 5,89,19,3,1.15,355
,,,,,
400  x  400 x 12,4,93,11,1.15,355
,,,,,
160  x  160 x  5,71,37,2,1.15,355
,,,,,
90  x  90 x 3.5,13,37,1,1.15,355
,,,,,
350  x  350 x 6,90,84,7,1.15,355
,,,,,
350  x  350 x 6,3,28,12,1.15,355
,,,,,
120  x  60 x 5,80,10,1,1.15,355
,,,,,
250  x  250 x 6,59,59,5,1.15,355
,,,,,
400  x  400 x 6,38,9,13,1.15,355
,,,,,
500  x  300 x 16,74,43,15,1.15,355
,,,,,
400  x  400 x 10,44,94,10,1.15,355
,,,,,
350  x  250 x 6.3,84,56,6,1.15,355
,,,,,
120  x  120 x 4,54,96,1,1.15,355
,,,,,
300  x  300 x 8,38,93,6,1.15,355
,,,,,
300  x  200 x 5,87,49,4,1.15,355
,,,,,
500  x  300 x 16,56,28,19,1.15,355
,,,,,
250  x  250 x 6,21,59,5,1.15,355
,,,,,
400  x  400 x 10,9,45,15,1.15,355
,,,,,
400  x  200 x 6.3,78,27,7,1.15,355
,,,,,
350  x  350 x 6,20,52,9,1.15,355
,,,,,
180  x  180 x 6,11,63,3,1.15,355
,,,,,
350  x  350 x 8,55,46,10,1.15,355
,,,,,
500  x  300 x 17.5,60,12,20,1.15,355
,,,,,
350  x  350 x 6,64,81,7,1.15,355
,,,,,
500  x  300 x 17.5,94,15,16,1.15,355
,,,,,
500  x  300 x 8,61,24,14,1.15,355
,,,,,
400  x  400 x 6.3,35,84,9,1.15,355
,,,,,
300  x  300 x 8,46,87,6,1.15,355
,,,,,
500  x  300 x 8,41,13,16,1.15,355
,,,,,
400  x  400 x 10,2,96,10,1.15,355
,,,,,
160  x  160 x 4,39,62,2,1.15,355
,,,,,
500  x  300 x 12.5,55,21,18,1.15,355
,,,,,
350  x  350 x 6,48,34,9,1.15,355
,,,,,
200  x  200 x 6,30,20,5,1.15,355
,,,,,
400  x  200 x 6.3,84,6,7,1.15,355
,,,,,
350  x  350 x 6,42,18,10,1.15,355
,,,,,
200  x  200 x 5,71,70,3,1.15,355
,,,,,
350  x  150 x 8,48,1,8,1.15,355
,,,,,
400  x  400 x 12,20,99,11,1.15,355
,,,,,
500  x  200 x 12.5,82,15,13,1.15,355
,,,,,
500  x  300 x 12.5,88,49,13,1.15,355
,,,,,
400  x  400 x 10,31,96,10,1.15,355
,,,,,
300  x  100 x 6.3,52,3,5,1.15,355
,,,,,
350  x  350 x 8,7,63,9,1.15,355
,,,,,
500  x  300 x 10,82,39,13,1.15,355
,,,,,
200  x  200 x 6,57,86,3,1.15,355
,,,,,
250  x  250 x 6,91,67,4,1.15,355
,,,,,
400  x  400 x 10,10,17,24,1.15,355
,,,,,
500  x  300 x 14.2,58,33,16,1.15,355
,,,,,
150  x  150 x 4,52,54,2,1.15,355
,,,,,
400  x  400 x 8,66,64,11,1.15,355
,,,,,
250  x  250 x 6,26,62,5,1.15,355
,,,,,
160  x  160 x 6,49,95,2,1.15,355
,,,,,
350  x  250 x 6.3,92,48,6,1.15,355
,,,,,
400  x  400 x 12,15,25,21,1.15,355
,,,,,
350  x  350 x 6,1,8,23,1.15,355
,,,,,
350  x  350 x 8,64,24,9,1.15,355
,,,,,
250  x  250 x 6,13,23,8,1.15,355
,,,,,
400  x  400 x 10,37,26,16,1.15,355
,,,,,
160  x  80 x 5,51,6,2,1.15,355
,,,,,
400  x  400 x 6,2,92,8,1.15,355
,,,,,
500  x  200 x 8,66,12,12,1.15,355
,,,,,
350  x  350 x 8,19,84,8,1.15,355
,,,,,
400  x  400 x 8,7,14,24,1.15,355
,,,,,
300  x  300 x 8,11,55,8,1.15,355
,,,,,
400  x  400 x 8,71,70,10,1.15,355
,,,,,
350  x  350 x 6,15,8,17,1.15,355
,,,,,
400  x  200 x 6.3,19,5,15,1.15,355
,,,,,
300  x  300 x 6,36,83,5,1.15,355
,,,,,
160  x  160 x  5,81,41,2,1.15,355
,,,,,
250  x  250 x 8,78,80,5,1.15,355
,,,,,
400  x  300 x 10,22,11,20,1.15,355
,,,,,
350  x  350 x 6,70,81,7,1.15,355
,,,,,
500  x  300 x 8,56,32,13,1.15,355
,,,,,
350  x  350 x 8,76,57,8,1.15,355
,,,,,
400  x  400 x 10,65,47,12,1.15,355
,,,,,
